[2018-02-09 09:39:42] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='8619-slide-2-1_1360_auto.jpg' LIMIT 1 [] []
[2018-02-09 09:39:42] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='newnum' LIMIT 1 [] []
[2018-02-09 09:43:33] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='8619-slide-2-1_1360_auto.jpg' LIMIT 1 [] []
[2018-02-09 09:43:33] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='newnum' LIMIT 1 [] []
[2018-02-09 12:07:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='8619-slide-2-1_1360_auto.jpg' LIMIT 1 [] []
[2018-02-09 12:07:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='8619-slide-2-1_1360_auto.jpg' LIMIT 1 [] []
[2018-02-09 12:07:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='newnum' LIMIT 1 [] []
[2018-02-09 12:08:11] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='betononasosy' LIMIT 1 [] []
[2018-02-09 12:08:11] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.entity_id='6' AND route.type='category' LIMIT 1 [] []
[2018-02-09 12:08:11] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url IN ('catalog') ORDER BY route.parent_url ASC [] []
[2018-02-09 12:08:12] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='newnum' LIMIT 1 [] []
[2018-02-09 12:10:42] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='dump' LIMIT 1 [] []
[2018-02-09 12:10:43] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_311.jpg' LIMIT 1 [] []
[2018-02-09 12:10:43] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_28.jpg' LIMIT 1 [] []
[2018-02-09 12:10:43] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_7.jpg' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='putzmeister_bsf36-4_16h_11.png' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_14.jpg' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_23.jpg' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_30.jpg' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_12.jpg' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_32.jpg' LIMIT 1 [] []
[2018-02-09 12:10:44] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='avtobetononasos_bsf36_putzmeister_4.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='xmas-greetings.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_8.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_2.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_3.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_4.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_6.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_7.jpg' LIMIT 1 [] []
[2018-02-09 12:10:45] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_5.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_1.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_1.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_3.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_9.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_7.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_201.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_18.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_12.jpg' LIMIT 1 [] []
[2018-02-09 12:10:46] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_4.jpg' LIMIT 1 [] []
[2018-02-09 12:10:47] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_15.jpg' LIMIT 1 [] []
[2018-02-09 12:10:47] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_13.jpg' LIMIT 1 [] []
[2018-02-09 12:10:47] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasos_m740_faselift_16.jpg' LIMIT 1 [] []
[2018-02-09 12:10:47] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article3.jpg' LIMIT 1 [] []
[2018-02-09 12:10:47] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_22.jpg' LIMIT 1 [] []
[2018-02-09 12:10:47] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_13.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_21.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_12.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_2.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article_3.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='article2.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasosy_styazhka_pola_social_naya_otvetstvennost_putzmeister1.jpg' LIMIT 1 [] []
[2018-02-09 12:10:48] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasosy_styazhka_pola_social_naya_otvetstvennost_putzmeister_1.jpg' LIMIT 1 [] []
[2018-02-09 12:10:49] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='rastvoronasosy_styazhka_pola_social_naya_otvetstvennost_putzmeister_3.jpg' LIMIT 1 [] []
[2018-02-09 12:10:49] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='putzmeister_ctt_2017_52.jpg' LIMIT 1 [] []
[2018-02-09 12:10:49] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='putzmeister_ctt_2017_66.jpg' LIMIT 1 [] []
[2018-02-09 12:10:49] defaultLogger.INFO: SELECT route.id, route.entity_id, route.type, route.parent_url, route.url FROM route WHERE route.url='putzmeister_ctt_2017_56.jpg' LIMIT 1 [] []
